backbone,context_id,perturbation,task,dataset,ablation,n_novel_tools,n_kept_tools,n_dropped,tool_context_len,pred,flipped,raw_text
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,no_fda_safety,5,3,2,2085,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,no_adverse_rx,5,4,1,2041,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,no_novel,5,0,5,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,full,6,6,0,1775,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,no_europepmc,6,5,1,2319,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,no_fda_safety,6,4,2,1664,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,no_adverse_rx,6,5,1,2024,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,no_novel,6,0,6,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,full,1,1,0,2000,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,no_europepmc,1,0,1,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,no_fda_safety,1,1,0,1499,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,no_adverse_rx,1,1,0,1499,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,no_novel,1,0,1,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,full,6,6,0,1702,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,no_europepmc,6,5,1,2541,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,no_fda_safety,6,4,2,2421,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,no_adverse_rx,6,5,1,1743,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,no_novel,6,0,6,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,full,6,6,0,1763,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,no_europepmc,6,5,1,2301,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,no_fda_safety,6,4,2,1656,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,no_adverse_rx,6,5,1,2203,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,no_novel,6,0,6,0,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,full,4,4,0,2064,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,no_europepmc,4,3,1,2040,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,no_fda_safety,4,2,2,1449,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,no_adverse_rx,4,3,1,1962,YES,False,"MANAGE: no
VISIT: yes
RESOURCE: yes"
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,no_novel,4,0,4,0,NO,True,"MANAGE: yes
VISIT: no
RESOURCE: no"
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",2168,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,summary,manage,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_fda_core,5,2,3,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",2341,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_fda_pharma,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",5346,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_fda_warnings,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6005,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_fda_rare,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_other,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,tu_only,5,0,5,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",1822,True,NO,False,(dry-run)
llama70b3_3,askdocs_24,summary,manage,askdocs,ibuprofen,no_tu,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_other,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,tu_only,1,0,1,"[""EuropePMC""]",1721,True,NO,False,(dry-run)
llama70b3_3,askdocs_34,summary,manage,askdocs,numb,no_tu,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",1790,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,summary,manage,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_other,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,tu_only,1,0,1,"[""EuropePMC""]",2180,True,NO,False,(dry-run)
llama70b3_3,askdocs_88,summary,manage,askdocs,cough,no_tu,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",617,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,manage,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",591,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,manage,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",652,True,NO,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,manage,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_other,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,tu_only,1,0,1,"[""EuropePMC""]",707,True,NO,False,(dry-run)
llama70b3_3,askdocs_148,uncertain_tone,manage,askdocs,migraine,no_tu,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",515,True,NO,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,manage,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_fda_core,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_other,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,tu_only,1,0,1,"[""EuropePMC""]",0,False,NO,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,manage,askdocs,hp,no_tu,1,1,0,"[""EuropePMC""]",1500,False,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_other,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,tu_only,1,0,1,"[""EuropePMC""]",645,True,NO,False,(dry-run)
llama70b3_3,oncqa_79,uncertain_tone,manage,oncqa,cancer,no_tu,1,1,0,"[""EuropePMC""]",1500,True,NO,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",tu_only,1,0,1,"[""EuropePMC""]",1786,True,YES,False,(dry-run)
llama70b3_3,askdocs_100,summary,visit,askdocs,"ehlers-danlos syndrome, hypermobility type",no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_fda_core,5,2,3,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",1837,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_fda_pharma,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",4841,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_fda_warnings,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_fda_rare,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_other,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,tu_only,5,0,5,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",2347,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,summary,visit,askdocs,infectious disease,no_tu,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",2168,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,summary,visit,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,tu_only,1,0,1,"[""EuropePMC""]",2024,True,YES,False,(dry-run)
llama70b3_3,askdocs_159,summary,visit,askdocs,venous thrombosis,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_fda_core,3,0,3,"[""FDA_core""]",0,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_fda_pharma,3,3,0,"[""FDA_core""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_fda_warnings,3,3,0,"[""FDA_core""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_fda_rare,3,3,0,"[""FDA_core""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_other,3,3,0,"[""FDA_core""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,tu_only,3,0,3,"[""FDA_core""]",2124,True,YES,False,(dry-run)
llama70b3_3,askdocs_162,summary,visit,askdocs,methylphenidate,no_tu,3,3,0,"[""FDA_core""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",1658,True,YES,False,(dry-run)
llama70b3_3,askdocs_174,summary,visit,askdocs,nephrolithiasis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_fda_core,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_fda_pharma,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_fda_warnings,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_fda_rare,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_other,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,tu_only,0,0,0,[],2324,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,summary,visit,askdocs,tonsillitis,no_tu,0,0,0,[],0,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_fda_core,5,2,3,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",2341,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_fda_pharma,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",5346,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_fda_warnings,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_fda_rare,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_other,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,tu_only,5,0,5,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",1822,True,YES,False,(dry-run)
llama70b3_3,askdocs_24,summary,visit,askdocs,ibuprofen,no_tu,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6847,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
